db,cets,name
12,LO.PASEC.FRE5.LO,"PASEC: 5th grade students at the lowest level of proficiency on the French language scale (less than 25% of answers correct) (%), total"
12,LO.PASEC.FRE5.LO.FE,"PASEC: 5th grade students at the lowest level of proficiency on the French language scale (less than 25% of answers correct) (%), female"
12,LO.PASEC.FRE5.LO.MA,"PASEC: 5th grade students at the lowest level of proficiency on the French language scale (less than 25% of answers correct) (%), male"
12,LO.PASEC.FRE5.MA,PASEC: Mean performance on the French language scale (100 points) for 5th grade students. male
12,LO.PASEC.MAT.2,PASEC: Mean performance on the mathematics scale for 2nd grade students. Total
12,LO.PASEC.MAT.2.ADD1,PASEC: Percentage of 2nd grade students correcting answering the addition problem: 8+5
12,LO.PASEC.MAT.2.ADD2,PASEC: Percentage of 2nd grade students correcting answering the addition problem: 14+23
12,LO.PASEC.MAT.2.ADD3,PASEC: Percentage of 2nd grade students correcting answering the addition problem: 39+26
12,LO.PASEC.MAT.2.CNT.0T60,PASEC: Distribution of 2nd grade students by last number reached when counting out loud. 0 to 60
12,LO.PASEC.MAT.2.CNT.61T80,PASEC: Distribution of 2nd grade students by last number reached when counting out loud. 61 to 80
12,LO.PASEC.MAT.2.CNT.80UP,PASEC: Distribution of 2nd grade students by last number reached when counting out loud. 80+
12,LO.PASEC.MAT.2.FE,PASEC: Mean performance on the mathematics scale for 2nd grade students. Female
12,LO.PASEC.MAT.2.L0,PASEC: 2nd grade students by mathematics proficiency level (%). Below Level 1
12,LO.PASEC.MAT.2.L1,PASEC: 2nd grade students by mathematics proficiency level (%). Level 1
12,LO.PASEC.MAT.2.L2,PASEC: 2nd grade students by mathematics proficiency level (%). Level 2
12,LO.PASEC.MAT.2.L3,PASEC: 2nd grade students by mathematics proficiency level (%). Level 3
12,LO.PASEC.MAT.2.MA,PASEC: Mean performance on the mathematics scale for 2nd grade students. Male
12,LO.PASEC.MAT.2.MG.GAP,PASEC: Average performance gap between 2nd grade students in multigrade and standard classes. Mathematics
12,LO.PASEC.MAT.2.NPP,PASEC: Mean performance on the mathematics scale for 2nd grade students who did not attend pre-primary education
12,LO.PASEC.MAT.2.P05,PASEC: Distribution of 2nd grade mathematics scores: 5th Percentile Score
12,LO.PASEC.MAT.2.P1,PASEC: Distribution of 2nd grade mathematics scores: 1st Percentile Score
12,LO.PASEC.MAT.2.P10,PASEC: Distribution of 2nd grade mathematics scores: 10th Percentile Score
12,LO.PASEC.MAT.2.P25,PASEC: Distribution of 2nd grade mathematics scores: 25th Percentile Score
12,LO.PASEC.MAT.2.P50,PASEC: Distribution of 2nd grade mathematics scores: 50th Percentile Score
12,LO.PASEC.MAT.2.P75,PASEC: Distribution of 2nd grade mathematics scores: 75th Percentile Score
12,LO.PASEC.MAT.2.P90,PASEC: Distribution of 2nd grade mathematics scores: 90th Percentile Score
12,LO.PASEC.MAT.2.P95,PASEC: Distribution of 2nd grade mathematics scores: 95th Percentile Score
12,LO.PASEC.MAT.2.P99,PASEC: Distribution of 2nd grade mathematics scores: 99th Percentile Score
12,LO.PASEC.MAT.2.PP,PASEC: Mean performance on the mathematics scale for 2nd grade students who attended pre-primary education
12,LO.PASEC.MAT.2.PP.GAP,PASEC: Average performance gap between 2nd grade students who attended/did not attend pre-primary education. Mathematics
12,LO.PASEC.MAT.2.PRI.GAP,PASEC: Average performance gap between 2nd grade students in private and public education. Mathematics
12,LO.PASEC.MAT.2.RU.GAP,PASEC: Average performance gap between 2nd grade students in rural and urban areas. Mathematics
12,LO.PASEC.MAT.2.SUB1,PASEC: Percentage of 2nd grade students correcting answering the subtraction problem: 13-7
12,LO.PASEC.MAT.2.SUB2,PASEC: Percentage of 2nd grade students correcting answering the subtraction problem: 34-11
12,LO.PASEC.MAT.2.SUB3,PASEC: Percentage of 2nd grade students correcting answering the subtraction problem: 50-18
12,LO.PASEC.MAT.6,PASEC: Mean performance on the mathematics scale for 6th grade students. Total
12,LO.PASEC.MAT.6.FE,PASEC: Mean performance on the mathematics scale for 6th grade students. Female
12,LO.PASEC.MAT.6.L0,PASEC: 6th grade students by mathematics proficiency level (%). Below Level 1
12,LO.PASEC.MAT.6.L1,PASEC: 6th grade students by mathematics proficiency level (%). Level 1
12,LO.PASEC.MAT.6.L2,PASEC: 6th grade students by mathematics proficiency level (%). Level 2
12,LO.PASEC.MAT.6.L3,PASEC: 6th grade students by mathematics proficiency level (%). Level 3
12,LO.PASEC.MAT.6.MA,PASEC: Mean performance on the mathematics scale for 6th grade students. Male
12,LO.PASEC.MAT.6.MG.GAP,PASEC: Average performance gap between 6th grade students in multigrade and standard classes. Mathematics
12,LO.PASEC.MAT.6.NPP,PASEC: Mean performance on the mathematics scale for 6th grade students who did not attend pre-primary education
12,LO.PASEC.MAT.6.P05,PASEC: Distribution of 6th grade mathematics scores: 5th Percentile Score
12,LO.PASEC.MAT.6.P1,PASEC: Distribution of 6th grade mathematics scores: 1st Percentile Score
12,LO.PASEC.MAT.6.P10,PASEC: Distribution of 6th grade mathematics scores: 10th Percentile Score
12,LO.PASEC.MAT.6.P25,PASEC: Distribution of 6th grade mathematics scores: 25th Percentile Score
12,LO.PASEC.MAT.6.P50,PASEC: Distribution of 6th grade mathematics scores: 50th Percentile Score
12,LO.PASEC.MAT.6.P75,PASEC: Distribution of 6th grade mathematics scores: 75th Percentile Score
12,LO.PASEC.MAT.6.P90,PASEC: Distribution of 6th grade mathematics scores: 90th Percentile Score
12,LO.PASEC.MAT.6.P95,PASEC: Distribution of 6th grade mathematics scores: 95th Percentile Score
12,LO.PASEC.MAT.6.P99,PASEC: Distribution of 6th grade mathematics scores: 99th Percentile Score
12,LO.PASEC.MAT.6.PP,PASEC: Mean performance on the mathematics scale for 6th grade students who attended pre-primary education
12,LO.PASEC.MAT.6.PP.GAP,PASEC: Average performance gap between 6th grade students who attended/did not attend pre-primary education. Mathematics
12,LO.PASEC.MAT.6.PRI.GAP,PASEC: Average performance gap between 6th grade students in private and public education. Mathematics
12,LO.PASEC.MAT.6.RU.GAP,PASEC: Average performance gap between 6th grade students in rural and urban areas. Mathematics
12,LO.PASEC.MAT.P05,PASEC: Distribution of 5th Grade Mathematics Scores: 5th Percentile Score
12,LO.PASEC.MAT.P10,PASEC: Distribution of 5th Grade Mathematics Scores: 10th Percentile Score
12,LO.PASEC.MAT.P25,PASEC: Distribution of 5th Grade Mathematics Scores: 25th Percentile Score
12,LO.PASEC.MAT.P50,PASEC: Distribution of 5th Grade Mathematics Scores: 50th Percentile Score
12,LO.PASEC.MAT.P75,PASEC: Distribution of 5th Grade Mathematics Scores: 75th Percentile Score
12,LO.PASEC.MAT.P90,PASEC: Distribution of 5th Grade Mathematics Scores: 90th Percentile Score
12,LO.PASEC.MAT.P95,PASEC: Distribution of 5th Grade Mathematics Scores: 95th Percentile Score
12,LO.PASEC.MAT5,PASEC: Mean performance on the mathematics scale (100 points) for 5th grade students. total
12,LO.PASEC.MAT5.FE,PASEC: Mean performance on the mathematics scale (100 points) for 5th grade students. female
12,LO.PASEC.MAT5.HIG,"PASEC: 5th grade students above the Knowledge Base Rate on the mathematics scale (above 40% of answers correct) (%), total"
12,LO.PASEC.MAT5.HIG.FE,"PASEC: 5th grade students above the Knowledge Base Rate on the mathematics scale (above 40% of answers correct) (%), female"
12,LO.PASEC.MAT5.HIG.MA,"PASEC: 5th grade students above the Knowledge Base Rate on the mathematics scale (above 40% of answers correct) (%), male"
12,LO.PASEC.MAT5.LO,"PASEC: 5th grade students at the lowest level of proficiency on the mathematics scale (less than 25% of answers correct) (%), total"
12,LO.PASEC.MAT5.LO.FE,"PASEC: 5th grade students at the lowest level of proficiency on the mathematics scale (less than 25% of answers correct) (%), female"
12,LO.PASEC.MAT5.LO.MA,"PASEC: 5th grade students at the lowest level of proficiency on the mathematics scale (less than 25% of answers correct) (%), male"
12,LO.PASEC.MAT5.MA,PASEC: Mean performance on the mathematics scale (100 points) for 5th grade students. male
12,LO.PASEC.REA.2,PASEC: Mean performance on the language scale for 2nd grade students. Total
12,LO.PASEC.REA.2.FE,PASEC: Mean performance on the language scale for 2nd grade students. Female
12,LO.PASEC.REA.2.L0,PASEC: 2nd grade students by language proficiency level (%). Below Level 1
12,LO.PASEC.REA.2.L1,PASEC: 2nd grade students by language proficiency level (%). Level 1
12,LO.PASEC.REA.2.L2,PASEC: 2nd grade students by language proficiency level (%). Level 2
12,LO.PASEC.REA.2.L3,PASEC: 2nd grade students by language proficiency level (%). Level 3
12,LO.PASEC.REA.2.L4,PASEC: 2nd grade students by language proficiency level (%). Level 4
12,LO.PASEC.REA.2.LTR.0T5,PASEC: Distribution of 2nd grade students by average number of letters read accurately in one minute. 0 to 5 Letters
12,LO.PASEC.REA.2.LTR.11T20,PASEC: Distribution of 2nd grade students by average number of letters read accurately in one minute. 11 to 20 Letters
12,LO.PASEC.REA.2.LTR.20UP,PASEC: Distribution of 2nd grade students by average number of letters read accurately in one minute. 20+ Letters
12,LO.PASEC.REA.2.LTR.6T10,PASEC: Distribution of 2nd grade students by average number of letters read accurately in one minute. 6 to 10 Letters
12,LO.PASEC.REA.2.MA,PASEC: Mean performance on the language scale for 2nd grade students. Male
12,LO.PASEC.REA.2.MG.GAP,PASEC: Average performance gap between 2nd grade students in multigrade and standard classes. Language
12,LO.PASEC.REA.2.NPP,PASEC: Mean performance on the language scale for 2nd grade students who did not attend pre-primary education
12,LO.PASEC.REA.2.P05,PASEC: Distribution of 2nd grade language scores: 5th Percentile Score
12,LO.PASEC.REA.2.P1,PASEC: Distribution of 2nd grade language scores: 1st Percentile Score
12,LO.PASEC.REA.2.P10,PASEC: Distribution of 2nd grade language scores: 10th Percentile Score
12,LO.PASEC.REA.2.P25,PASEC: Distribution of 2nd grade language scores: 25th Percentile Score
12,LO.PASEC.REA.2.P50,PASEC: Distribution of 2nd grade language scores: 50th Percentile Score
12,LO.PASEC.REA.2.P75,PASEC: Distribution of 2nd grade language scores: 75th Percentile Score
12,LO.PASEC.REA.2.P90,PASEC: Distribution of 2nd grade language scores: 90th Percentile Score
12,LO.PASEC.REA.2.P95,PASEC: Distribution of 2nd grade language scores: 95th Percentile Score
12,LO.PASEC.REA.2.P99,PASEC: Distribution of 2nd grade language scores: 99th Percentile Score
12,LO.PASEC.REA.2.PP,PASEC: Mean performance on the language scale for 2nd grade students who attended pre-primary education
12,LO.PASEC.REA.2.PP.GAP,PASEC: Average performance gap between 2nd grade students who attended/did not attend pre-primary education. Language
12,LO.PASEC.REA.2.PRI.GAP,PASEC: Average performance gap between 2nd grade students in private and public education. Language
12,LO.PASEC.REA.2.RU.GAP,PASEC: Average performance gap between 2nd grade students in rural and urban areas. Language
12,LO.PASEC.REA.2.WRD.0,PASEC: Distribution of 2nd grade students by average number of words read accurately in one minute. 0 Words
12,LO.PASEC.REA.2.WRD.11T20,PASEC: Distribution of 2nd grade students by average number of words read accurately in one minute. 11 to 20 Words
12,LO.PASEC.REA.2.WRD.1T5,PASEC: Distribution of 2nd grade students by average number of words read accurately in one minute. 1 to 5 Words
12,LO.PASEC.REA.2.WRD.20UP,PASEC: Distribution of 2nd grade students by average number of words read accurately in one minute. 20+ Words
12,LO.PASEC.REA.2.WRD.6T10,PASEC: Distribution of 2nd grade students by average number of words read accurately in one minute. 6 to 10 Words
12,LO.PASEC.REA.6,PASEC: Mean performance on the reading scale for 6th grade students. Total
12,LO.PASEC.REA.6.FE,PASEC: Mean performance on the reading scale for 6th grade students. Female
12,LO.PASEC.REA.6.L0,PASEC: 6th grade students by reading proficiency level (%). Below Level 1
12,LO.PASEC.REA.6.L1,PASEC: 6th grade students by reading proficiency level (%). Level 1
12,LO.PASEC.REA.6.L2,PASEC: 6th grade students by reading proficiency level (%). Level 2
12,LO.PASEC.REA.6.L3,PASEC: 6th grade students by reading proficiency level (%). Level 3
12,LO.PASEC.REA.6.L4,PASEC: 6th grade students by reading proficiency level (%). Level 4
12,LO.PASEC.REA.6.MA,PASEC: Mean performance on the reading scale for 6th grade students. Male
12,LO.PASEC.REA.6.MG.GAP,PASEC: Average performance gap between 6th grade students in multigrade and standard classes. Reading
12,LO.PASEC.REA.6.NPP,PASEC: Mean performance on the reading scale for 6th grade students who did not attend pre-primary education
12,LO.PASEC.REA.6.P05,PASEC: Distribution of 6th grade reading scores: 5th Percentile Score
12,LO.PASEC.REA.6.P1,PASEC: Distribution of 6th grade reading scores: 1st Percentile Score
12,LO.PASEC.REA.6.P10,PASEC: Distribution of 6th grade reading scores: 10th Percentile Score
12,LO.PASEC.REA.6.P25,PASEC: Distribution of 6th grade reading scores: 25th Percentile Score
12,LO.PASEC.REA.6.P50,PASEC: Distribution of 6th grade reading scores: 50th Percentile Score
12,LO.PASEC.REA.6.P75,PASEC: Distribution of 6th grade reading scores: 75th Percentile Score
12,LO.PASEC.REA.6.P90,PASEC: Distribution of 6th grade reading scores: 90th Percentile Score
12,LO.PASEC.REA.6.P95,PASEC: Distribution of 6th grade reading scores: 95th Percentile Score
12,LO.PASEC.REA.6.P99,PASEC: Distribution of 6th grade reading scores: 99th Percentile Score
12,LO.PASEC.REA.6.PP,PASEC: Mean performance on the reading scale for 6th grade students who attended pre-primary education
12,LO.PASEC.REA.6.PP.GAP,PASEC: Average performance gap between 6th grade students who attended/did not attend pre-primary education. Reading
12,LO.PASEC.REA.6.PRI.GAP,PASEC: Average performance gap between 6th grade students in private and public education. Reading
12,LO.PASEC.REA.6.RU.GAP,PASEC: Average performance gap between 6th grade students in rural and urban areas. Reading
12,LO.PIAAC.LIT,PIAAC: Mean Adult Literacy Proficiency. Total
12,LO.PIAAC.LIT.1,PIAAC: Adults by literacy proficiency level (%). Level 1
12,LO.PIAAC.LIT.2,PIAAC: Adults by literacy proficiency level (%). Level 2
12,LO.PIAAC.LIT.3,PIAAC: Adults by literacy proficiency level (%). Level 3
12,LO.PIAAC.LIT.4,PIAAC: Adults by literacy proficiency level (%). Level 4
12,LO.PIAAC.LIT.5,PIAAC: Adults by literacy proficiency level (%). Level 5
12,LO.PIAAC.LIT.BE,PIAAC: Adults by literacy proficiency level (%). Below Level 1
12,LO.PIAAC.LIT.FE,PIAAC: Mean Adult Literacy Proficiency. Female
12,LO.PIAAC.LIT.FE.1,PIAAC: Female adults by literacy proficiency level (%). Level 1
12,LO.PIAAC.LIT.FE.2,PIAAC: Female adults by literacy proficiency level (%). Level 2
12,LO.PIAAC.LIT.FE.3,PIAAC: Female adults by literacy proficiency level (%). Level 3
12,LO.PIAAC.LIT.FE.4,PIAAC: Female adults by literacy proficiency level (%). Level 4
12,LO.PIAAC.LIT.FE.45,PIAAC: Female adults by literacy proficiency level (%). Level 4 & 5
12,LO.PIAAC.LIT.FE.5,PIAAC: Female adults by literacy proficiency level (%). Level 5
12,LO.PIAAC.LIT.FE.BE,PIAAC: Female adults by literacy proficiency level (%). Below Level 1
12,LO.PIAAC.LIT.MA,PIAAC: Mean Adult Literacy Proficiency. Male
12,LO.PIAAC.LIT.MA.1,PIAAC: Male adults by literacy proficiency level (%). Level 1
12,LO.PIAAC.LIT.MA.2,PIAAC: Male adults by literacy proficiency level (%). Level 2
12,LO.PIAAC.LIT.MA.3,PIAAC: Male adults by literacy proficiency level (%). Level 3
12,LO.PIAAC.LIT.MA.4,PIAAC: Male adults by literacy proficiency level (%). Level 4
12,LO.PIAAC.LIT.MA.45,PIAAC: Male adults by literacy proficiency level (%). Level 4 & 5
12,LO.PIAAC.LIT.MA.5,PIAAC: Male adults by literacy proficiency level (%). Level 5
12,LO.PIAAC.LIT.MA.BE,PIAAC: Male adults by literacy proficiency level (%). Below Level 1
12,LO.PIAAC.LIT.P05,PIAAC: Distribution of Adult Literacy Scores: 5th Percentile Score
12,LO.PIAAC.LIT.P10,PIAAC: Distribution of Adult Literacy Scores: 10th Percentile Score
12,LO.PIAAC.LIT.P25,PIAAC: Distribution of Adult Literacy Scores: 25th Percentile Score
12,LO.PIAAC.LIT.P50,PIAAC: Distribution of Adult Literacy Scores: 50th Percentile Score
12,LO.PIAAC.LIT.P75,PIAAC: Distribution of Adult Literacy Scores: 75th Percentile Score
12,LO.PIAAC.LIT.P90,PIAAC: Distribution of Adult Literacy Scores: 90th Percentile Score
12,LO.PIAAC.LIT.P95,PIAAC: Distribution of Adult Literacy Scores: 95th Percentile Score
12,LO.PIAAC.LIT.YOU,PIAAC: Mean Young Adult Literacy Proficiency. Total
12,LO.PIAAC.LIT.YOU.1,PIAAC: Young adults by literacy proficiency level (%). Level 1
12,LO.PIAAC.LIT.YOU.2,PIAAC: Young adults by literacy proficiency level (%). Level 2
12,LO.PIAAC.LIT.YOU.3,PIAAC: Young adults by literacy proficiency level (%). Level 3
12,LO.PIAAC.LIT.YOU.4,PIAAC: Young adults by literacy proficiency level (%). Level 4
12,LO.PIAAC.LIT.YOU.45,PIAAC: Young adults by literacy proficiency level (%). Level 4 & 5
12,LO.PIAAC.LIT.YOU.5,PIAAC: Young adults by literacy proficiency level (%). Level 5
12,LO.PIAAC.LIT.YOU.BE,PIAAC: Young adults by literacy proficiency level (%). Below Level 1
12,LO.PIAAC.LIT.YOU.FE,PIAAC: Mean Young Adult Literacy Proficiency. Female
12,LO.PIAAC.LIT.YOU.MA,PIAAC: Mean Young Adult Literacy Proficiency. Male
12,LO.PIAAC.NUM,PIAAC: Mean Adult Numeracy Proficiency. Total
12,LO.PIAAC.NUM.1,PIAAC: Adults by numeracy proficiency level (%). Level 1
12,LO.PIAAC.NUM.2,PIAAC: Adults by numeracy proficiency level (%). Level 2
12,LO.PIAAC.NUM.3,PIAAC: Adults by numeracy proficiency level (%). Level 3
12,LO.PIAAC.NUM.4,PIAAC: Adults by numeracy proficiency level (%). Level 4
12,LO.PIAAC.NUM.5,PIAAC: Adults by numeracy proficiency level (%). Level 5
12,LO.PIAAC.NUM.BE,PIAAC: Adults by numeracy proficiency level (%). Below Level 1
12,LO.PIAAC.NUM.FE,PIAAC: Mean Adult Numeracy Proficiency. Female
12,LO.PIAAC.NUM.FE.1,PIAAC: Female adults by numeracy proficiency level (%). Level 1
12,LO.PIAAC.NUM.FE.2,PIAAC: Female adults by numeracy proficiency level (%). Level 2
12,LO.PIAAC.NUM.FE.3,PIAAC: Female adults by numeracy proficiency level (%). Level 3
12,LO.PIAAC.NUM.FE.4,PIAAC: Female adults by numeracy proficiency level (%). Level 4
12,LO.PIAAC.NUM.FE.45,PIAAC: Female adults by numeracy proficiency level (%). Level 4 & 5
12,LO.PIAAC.NUM.FE.5,PIAAC: Female adults by numeracy proficiency level (%). Level 5
12,LO.PIAAC.NUM.FE.BE,PIAAC: Female adults by numeracy proficiency level (%). Below Level 1
12,LO.PIAAC.NUM.MA,PIAAC: Mean Adult Numeracy Proficiency. Male
12,LO.PIAAC.NUM.MA.1,PIAAC: Male adults by numeracy proficiency level (%). Level 1
12,LO.PIAAC.NUM.MA.2,PIAAC: Male adults by numeracy proficiency level (%). Level 2
12,LO.PIAAC.NUM.MA.3,PIAAC: Male adults by numeracy proficiency level (%). Level 3
12,LO.PIAAC.NUM.MA.4,PIAAC: Male adults by numeracy proficiency level (%). Level 4
12,LO.PIAAC.NUM.MA.45,PIAAC: Male adults by numeracy proficiency level (%). Level 4 & 5
12,LO.PIAAC.NUM.MA.5,PIAAC: Male adults by numeracy proficiency level (%). Level 5
12,LO.PIAAC.NUM.MA.BE,PIAAC: Male adults by numeracy proficiency level (%). Below Level 1
12,LO.PIAAC.NUM.P05,PIAAC: Distribution of Adult Numeracy Scores: 5th Percentile Score
12,LO.PIAAC.NUM.P10,PIAAC: Distribution of Adult Numeracy Scores: 10th Percentile Score
12,LO.PIAAC.NUM.P25,PIAAC: Distribution of Adult Numeracy Scores: 25th Percentile Score
12,LO.PIAAC.NUM.P50,PIAAC: Distribution of Adult Numeracy Scores: 50th Percentile Score
12,LO.PIAAC.NUM.P75,PIAAC: Distribution of Adult Numeracy Scores: 75th Percentile Score
12,LO.PIAAC.NUM.P90,PIAAC: Distribution of Adult Numeracy Scores: 90th Percentile Score
12,LO.PIAAC.NUM.P95,PIAAC: Distribution of Adult Numeracy Scores: 95th Percentile Score
12,LO.PIAAC.NUM.YOU,PIAAC: Mean Young Adult Numeracy Proficiency. Total
12,LO.PIAAC.NUM.YOU.1,PIAAC: Young adults by numeracy proficiency level (%). Level 1
12,LO.PIAAC.NUM.YOU.2,PIAAC: Young adults by numeracy proficiency level (%). Level 2
12,LO.PIAAC.NUM.YOU.3,PIAAC: Young adults by numeracy proficiency level (%). Level 3
12,LO.PIAAC.NUM.YOU.4,PIAAC: Young adults by numeracy proficiency level (%). Level 4
12,LO.PIAAC.NUM.YOU.45,PIAAC: Young adults by numeracy proficiency level (%). Level 4 & 5
12,LO.PIAAC.NUM.YOU.5,PIAAC: Young adults by numeracy proficiency level (%). Level 5
12,LO.PIAAC.NUM.YOU.BE,PIAAC: Young adults by numeracy proficiency level (%). Below Level 1
12,LO.PIAAC.NUM.YOU.FE,PIAAC: Mean Young Adult Numeracy Proficiency. Female
12,LO.PIAAC.NUM.YOU.MA,PIAAC: Mean Young Adult Numeracy Proficiency. Male
12,LO.PIAAC.TEC.1,PIAAC: Adults by proficiency level in problem solving in technology-rich environments (%). Level 1
12,LO.PIAAC.TEC.2,PIAAC: Adults by proficiency level in problem solving in technology-rich environments (%). Level 2
12,LO.PIAAC.TEC.3,PIAAC: Adults by proficiency level in problem solving in technology-rich environments (%). Level 3
12,LO.PIAAC.TEC.BE,PIAAC: Adults by proficiency level in problem solving in technology-rich environments (%). Below Level 1
12,LO.PIAAC.TEC.FAIL,PIAAC: Adults by proficiency level in problem solving in technology-rich environments (%). Failed the ICT Core Test
12,LO.PIAAC.TEC.FE.1,PIAAC: Female adults by proficiency level in problem solving in technology-rich environments (%). Level 1
12,LO.PIAAC.TEC.FE.2,PIAAC: Female adults by proficiency level in problem solving in technology-rich environments (%). Level 2
12,LO.PIAAC.TEC.FE.3,PIAAC: Female adults by proficiency level in problem solving in technology-rich environments (%). Level 3
12,LO.PIAAC.TEC.FE.BE,PIAAC: Female adults by proficiency level in problem solving in technology-rich environments (%). Below Level 1
12,LO.PIAAC.TEC.FE.FAIL,PIAAC: Female adults by proficiency level in problem solving in technology-rich environments (%). Failed ICT Core Test
12,LO.PIAAC.TEC.FE.FAILNO,PIAAC: Female adults by proficiency level in problem solving in technology-rich environments (%). No computer experience or failed the ICT core test
12,LO.PIAAC.TEC.FE.NO,PIAAC: Female adults by proficiency level in problem solving in technology-rich environments (%). No computer experience
12,LO.PIAAC.TEC.FE.OPT,PIAAC: Female adults by proficiency level in problem solving in technology-rich environments (%). Opted out of computer-based assessment
12,LO.PIAAC.TEC.MA.1,PIAAC: Male adults by proficiency level in problem solving in technology-rich environments (%). Level 1
12,LO.PIAAC.TEC.MA.2,PIAAC: Male adults by proficiency level in problem solving in technology-rich environments (%). Level 2
12,LO.PIAAC.TEC.MA.3,PIAAC: Male adults by proficiency level in problem solving in technology-rich environments (%). Level 3
12,LO.PIAAC.TEC.MA.BE,PIAAC: Male adults by proficiency level in problem solving in technology-rich environments (%). Below Level 1
12,LO.PIAAC.TEC.MA.FAIL,PIAAC: Male adults by proficiency level in problem solving in technology-rich environments (%). Failed ICT Core Test
12,LO.PIAAC.TEC.MA.FAILNO,PIAAC: Male adults by proficiency level in problem solving in technology-rich environments (%). No computer experience or failed the ICT core test
12,LO.PIAAC.TEC.MA.NO,PIAAC: Male adults by proficiency level in problem solving in technology-rich environments (%). No computer experience
12,LO.PIAAC.TEC.MA.OPT,PIAAC: Male adults by proficiency level in problem solving in technology-rich environments (%). Opted out of computer-based assessment
12,LO.PIAAC.TEC.NO,PIAAC: Adults by proficiency level in problem solving in technology-rich environments (%). No computer experience
12,LO.PIAAC.TEC.OPT,PIAAC: Adults by proficiency level in problem solving in technology-rich environments (%). Opted out of computer-based assessment
12,LO.PIAAC.TEC.P05,PIAAC: Distribution of Adult Problem Solving in Technology-Rich Environments Scores: 5th Percentile Score
12,LO.PIAAC.TEC.P10,PIAAC: Distribution of Adult Problem Solving in Technology-Rich Environments Scores: 10th Percentile Score
12,LO.PIAAC.TEC.P25,PIAAC: Distribution of Adult Problem Solving in Technology-Rich Environments Scores: 25th Percentile Score
12,LO.PIAAC.TEC.P50,PIAAC: Distribution of Adult Problem Solving in Technology-Rich Environments Scores: 50th Percentile Score
12,LO.PIAAC.TEC.P75,PIAAC: Distribution of Adult Problem Solving in Technology-Rich Environments Scores: 75th Percentile Score
12,LO.PIAAC.TEC.P90,PIAAC: Distribution of Adult Problem Solving in Technology-Rich Environments Scores: 90th Percentile Score
12,LO.PIAAC.TEC.P95,PIAAC: Distribution of Adult Problem Solving in Technology-Rich Environments Scores: 95th Percentile Score
12,LO.PIAAC.TEC.YOU.1,PIAAC: Young adults by proficiency level in problem solving in technology-rich environments (%). Level 1
12,LO.PIAAC.TEC.YOU.2,PIAAC: Young adults by proficiency level in problem solving in technology-rich environments (%). Level 2
12,LO.PIAAC.TEC.YOU.3,PIAAC: Young adults by proficiency level in problem solving in technology-rich environments (%). Level 3
12,LO.PIAAC.TEC.YOU.BE,PIAAC: Young adults by proficiency level in problem solving in technology-rich environments (%). Below Level 1
12,LO.PIAAC.TEC.YOU.FAIL,PIAAC: Young adults by proficiency level in problem solving in technology-rich environments (%). Failed ICT Core Test
12,LO.PIAAC.TEC.YOU.FAILNO,PIAAC: Young adults by proficiency level in problem solving in technology-rich environments (%). No computer experience or failed the ICT core test
12,LO.PIAAC.TEC.YOU.NO,PIAAC: Young adults by proficiency level in problem solving in technology-rich environments (%). No computer experience
12,LO.PIAAC.TEC.YOU.OPT,PIAAC: Young adults by proficiency level in problem solving in technology-rich environments (%). Opted out of computer-based assessment
12,LO.PIRLS.REA,"PIRLS: Mean performance on the reading scale, total"
12,LO.PIRLS.REA.ADV,PIRLS: Fourth grade students reaching the advanced international benchmark in reading achievement (%)
12,LO.PIRLS.REA.ADV.FE,PIRLS: Female 4th grade students reaching the advanced international benchmark in reading achievement (%)
12,LO.PIRLS.REA.ADV.MA,PIRLS: Male 4th grade students reaching the advanced international benchmark in reading achievement (%)
12,LO.PIRLS.REA.BL,PIRLS: Fourth grade students who did not reach the low international benchmark in reading achievement (%)
12,LO.PIRLS.REA.BL.FE,PIRLS: Female 4th grade students who did not reach the low international benchmark in reading achievement (%)
12,LO.PIRLS.REA.BL.MA,PIRLS: Male 4th grade students who did not reach the low international benchmark in reading achievement (%)
12,LO.PIRLS.REA.FE,"PIRLS: Mean performance on the reading scale, female"
12,LO.PIRLS.REA.HI,PIRLS: Fourth grade students reaching the high international benchmark in reading achievement (%)
12,LO.PIRLS.REA.HI.FE,PIRLS: Female 4th grade students reaching the high international benchmark in reading achievement (%)
12,LO.PIRLS.REA.HI.MA,PIRLS: Male 4th grade students reaching the high international benchmark in reading achievement (%)
12,LO.PIRLS.REA.INT,PIRLS: Fourth grade students reaching the intermediate international benchmark in reading achievement (%)
12,LO.PIRLS.REA.INT.FE,PIRLS: Female 4th grade students reaching the intermediate international benchmark in reading achievement (%)
12,LO.PIRLS.REA.INT.MA,PIRLS: Male 4th grade students reaching the intermediate international benchmark in reading achievement (%)
12,LO.PIRLS.REA.LOW,PIRLS: Fourth grade students reaching the low international benchmark in reading achievement (%)
12,LO.PIRLS.REA.LOW.FE,PIRLS: Female 4th grade students reaching the low international benchmark in reading achievement (%)
12,LO.PIRLS.REA.LOW.MA,PIRLS: Male 4th grade students reaching the low international benchmark in reading achievement (%)
12,LO.PIRLS.REA.MA,"PIRLS: Mean performance on the reading scale, male"
12,LO.PIRLS.REA.P05,PIRLS: Distribution of Reading Scores: 5th Percentile Score
12,LO.PIRLS.REA.P10,PIRLS: Distribution of Reading Scores: 10th Percentile Score
